cve_id,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2002-2265,29/07/2017 01:29,31/12/2002 05:00,6.4,264, Permissions Privileges and Access Controls,Unspecified vulnerability in LDAP Module in System Authentication of Open Source Internet Solutions (OSIS) 5.4 running on Tru64 UNIX 4.0G and 4.0F allows remote attackers to gain access to arbitrary files or gain privileges via unknown attack vectors.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2002-2268,29/07/2017 01:29,31/12/2002 05:00,9.4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in Webster HTTP Server allows remote attackers to execute arbitrary code via a long URL.,NONE,LOW,NETWORK,NONE,COMPLETE,COMPLETE
CVE-2002-2269,29/07/2017 01:29,31/12/2002 05:00,9.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in Webster HTTP Server allows remote attackers to read arbitrary files via a .. (dot dot) in the URL.,NONE,LOW,NETWORK,NONE,COMPLETE,COMPLETE
CVE-2002-2271,29/07/2017 01:29,31/12/2002 05:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in BigFun 1.51b IRC client, when the Direct Client Connection (DCC) option is used, allows remote attackers to cause a denial of service (crash) via a long string.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2272,29/07/2017 01:29,31/12/2002 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Tomcat 4.0 through 4.1.12, using mod_jk 1.2.1 module on Apache 1.3 through 1.3.27, allows remote attackers to cause a denial of service (desynchronized communications) via an HTTP GET request with a Transfer-Encoding chunked field with invalid values.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2002-2273,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Webster HTTP Server allows remote attackers to inject arbitrary web script or HTML via the URL.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2276,29/07/2017 01:29,31/12/2002 05:00,5,200, Information Exposure,"Ultimate PHP Board (UPB) 1.0 allows remote attackers to view the physical path of the message board via a direct request to add.php, which leaks the path in an error message.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2277,29/07/2017 01:29,31/12/2002 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"SQL injection vulnerability in mod_search/index.php in PortailPHP 0.99 allows remote attackers to execute arbitrary SQL commands via the (1) $rech, (2) $BD_Tab_docs, (3) $BD_Tab_file, (4) $BD_Tab_liens, (5) $BD_Tab_faq, or (6) $chemin variables.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2278,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in mod_search/index.php in PortailPHP 0.99 allows remote attackers to inject arbitrary web script or HTML via the (1) $App_Theme, (2) $Rub_Search, (3) $Rub_News, (4) $Rub_File, (5) $Rub_Liens, or (6) $Rub_Faq variables.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2279,29/07/2017 01:29,31/12/2002 05:00,10,287, Improper Authentication,Unspecified vulnerability in the bind function in config.inc of aldap 0.09 allows remote attackers to authenticate with Manager permissions.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2285,29/07/2017 01:29,31/12/2002 05:00,4.3,16, Configuration,"eTrust InoculateIT 6.0 with the ""Incremental Scan"" option enabled may certify that a file is free of viruses before the file has been completely downloaded, which allows remote attackers to bypass virus detection.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2286,29/07/2017 01:29,31/12/2002 05:00,5,189, Numeric Errors,"The parse-get function in utils.c for apt-www-proxy 0.1 allows remote attackers to cause a denial of service (crash) via an empty HTTP request, which causes a null dereference.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2287,29/07/2017 01:29,31/12/2002 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in quick_reply.php for phpBB Advanced Quick Reply Hack 1.0.0 and 1.1.0 allows remote attackers to execute arbitrary PHP code via the phpbb_root_path parameter.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2288,29/07/2017 01:29,31/12/2002 05:00,5,200, Information Exposure,"Mambo Site Server 4.0.11 allows remote attackers to obtain the physical path of the server via an HTTP request to index.php with a parameter that does not exist, which causes the path to be leaked in an error message.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2289,29/07/2017 01:29,31/12/2002 05:00,5,200, Information Exposure,"soinfo.php in BadBlue 1.7.1 calls the phpinfo function, which allows remote attackers to gain sensitive information including ODBC passwords.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2290,29/07/2017 01:29,31/12/2002 05:00,10,255, Credentials Management,"Mambo Site Server 4.0.11 installs with a default username and password of admin, which allows remote attackers to gain privileges.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2291,29/07/2017 01:29,31/12/2002 05:00,7.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Calisto Internet Talker 0.04 and earlier allows remote attackers to cause a denial of service (hang) via a long request, possibly triggering a buffer overflow.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2002-2292,29/07/2017 01:29,31/12/2002 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in Remote Console Applet in Halycon Software iASP 1.0.9 allows remote attackers to read arbitrary files via a .. (dot dot) in the HTTP request to port 9095.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2294,29/07/2017 01:29,31/12/2002 05:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple buffer overflows in Symantec Raptor Firewall 6.5 and 6.5.3, Enterprise Firewall 6.5.2 and 7.0, VelociRaptor 500/700/1000 and 1100/1200/1300, and Gateway Security 5110/5200/5300 allow remote attackers to cause a denial of service (service termination) via (1) malformed RealAudio (rad) packets that are not properly handled by the RealAudio Proxy, or (2) crafted packets to the statistics service (statsd).",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2295,29/07/2017 01:29,31/12/2002 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in Pico Server (pServ) 2.0 beta 1 through beta 5 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via (1) a 1024-byte TCP stream message, which triggers an off-by-one buffer overflow, or (2) a long method name in an HTTP request, (3) a long version number in an HTTP request, (4) a long User-Agent header, or (5) a long file path.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2296,29/07/2017 01:29,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in YaBB.pl in Yet Another Bulletin Board (YaBB) 1 Gold SP 1 allows remote attackers to inject arbitrary web script or HTML via the num parameter.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2297,29/07/2017 01:29,31/12/2002 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in artlist.php in Thatware 0.5.2 and 0.5.3 allows remote attackers to execute arbitrary PHP code via the root_path parameter.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2298,29/07/2017 01:29,31/12/2002 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in config.php in Thatware 0.3 through 0.5.3 allows remote attackers to execute arbitrary PHP code via the root_path parameter.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2299,29/07/2017 01:29,31/12/2002 05:00,6.8,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in thatfile.php in Thatware 0.3 through 0.5.2 allows remote attackers to execute arbitrary PHP code via the root_path parameter.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2300,29/07/2017 01:29,31/12/2002 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in ftpd 5.4 in 3Com NBX 4.0.17 or ftpd 5.4.2 in 3Com NBX 4.1.4 allows remote attackers to cause a denial of service (crash) via a long CEL command.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2301,29/07/2017 01:29,31/12/2002 05:00,3.3,255, Credentials Management,"Lawson Financials 8.0, when configured to use a third party relational database, stores usernames and passwords in a world-readable file, which allows local users to read the passwords and log onto the database.",NONE,MEDIUM,LOCAL,NONE,PARTIAL,PARTIAL
CVE-2002-2302,29/07/2017 01:29,31/12/2002 05:00,6.4,264, Permissions Privileges and Access Controls,3D3.Com ShopFactory 5.5 through 5.8 allows remote attackers to modify the prices in their shopping carts by modifying the price in a hidden form field.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2002-2303,29/07/2017 01:29,31/12/2002 05:00,7.8,310, Cryptographic Issues,"3D3.Com ShopFactory 5.8 uses client-side encryption and decryption for sensitive price data, which allows remote attackers to modify shopping cart prices by using the Javascript to decrypt the cookie that contains the data.",NONE,LOW,NETWORK,NONE,NONE,COMPLETE
CVE-2002-2304,29/07/2017 01:29,31/12/2002 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in admin/auth/checksession.php in MyPHPLinks 2.1.9 and 2.2.0 allows remote attackers to execute arbitrary SQL commands via the idsession parameter.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2305,29/07/2017 01:29,31/12/2002 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in agentadmin.php in Immobilier allows remote attackers to execute arbitrary SQL commands via the (1) agentname or (2) agentpassword parameter.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2306,29/07/2017 01:29,31/12/2002 05:00,7.8,399, Resource Management Errors,Sharman Networks KaZaA Media Desktop 1.7.1 allows remote attackers to cause a denial of service (CPU consumption) by sending several large messages.,NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2002-2383,29/07/2017 01:29,31/12/2002 05:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL injection vulnerability in f2html.pl 0.1 through 0.4 allows remote attackers to execute arbitrary SQL commands via file names.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2411,29/07/2017 01:29,31/12/2002 05:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in badmin.c in BannerWheel 1.0 allows remote attackers to execute arbitrary code via a long rcmd command.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1336,29/07/2017 01:29,31/12/2003 05:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Buffer overflow in mIRC before 6.11 allows remote attackers to execute arbitrary code via a long irc:// URL.,NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1337,29/07/2017 01:29,31/12/2003 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Heap-based buffer overflow in Aprelium Abyss Web Server 1.1.2 and earlier allows remote attackers to execute arbitrary code via a long HTTP GET request.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1341,29/07/2017 01:29,31/12/2003 05:00,7.5,16, Configuration,The default installation of Trend Micro OfficeScan 3.0 through 3.54 and 5.x allows remote attackers to bypass authentication from cgiChkMasterPasswd.exe and gain access to the web management console via a direct request to cgiMasterPwd.exe.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1342,29/07/2017 01:29,31/12/2003 05:00,5,399, Resource Management Errors,Trend Micro Virus Control System (TVCS) 1.8 running with IIS allows remote attackers to cause a denial of service (memory consumption) in IIS via multiple URL requests for ActiveSupport.exe.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1343,29/07/2017 01:29,31/12/2003 05:00,7.5,287, Improper Authentication,"Trend Micro ScanMail for Exchange (SMEX) before 3.81 and before 6.1 might install a back door account in smg_Smxcfg30.exe, which allows remote attackers to gain access to the web management interface via the vcc parameter, possibly ""3560121183d3"".",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1344,29/07/2017 01:29,31/12/2003 05:00,5,310, Cryptographic Issues,"Trend Micro Virus Control System (TVCS) Log Collector allows remote attackers to obtain usernames, encrypted passwords, and other sensitive information via a URL request for getservers.exe with the action parameter set to ""selects1"", which returns log files.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1345,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in s.dll in WebCollection Plus 5.00 allows remote attackers to view arbitrary files in c:\ via a full pathname in the d parameter.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1346,29/07/2017 01:29,31/12/2003 05:00,10,264, Permissions Privileges and Access Controls,"D-Link wireless access point DWL-900AP+ 2.2, 2.3 and possibly 2.5 allows remote attackers to set factory default settings by upgrading the firmware using AirPlus Access Point Manager.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2003-1347,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in Geeklog 1.3.7 allow remote attackers to inject arbitrary web script or HTML via the (1) cid parameter to comment.php, (2) uid parameter to profiles.php, (3) uid to users.php, and (4) homepage field.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1348,29/07/2017 01:29,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in guestbook.cgi in ftls.org Guestbook 1.1 allows remote attackers to inject arbitrary web script or HTML via the (1) comment, (2) name, or (3) title field.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1349,29/07/2017 01:29,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in NITE ftp-server (NiteServer) 1.83 allows remote attackers to list arbitrary directories via a ""\.."" (backslash dot dot) in the CD (CWD) command.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1350,29/07/2017 01:29,31/12/2003 05:00,4.3,20, Improper Input Validation,"List Site Pro 2.0 allows remote attackers to hijack user accounts by inserting a ""|"" (pipe), which is used as a field delimiter, into the bannerurl field.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
